24:15.0, 87.44 *F
24:15.0,96.71 *F
24:25.0,4095
24:25.0,272
24:25.0,66.00%
24:25.0,30.80 *C
24:25.0, 87.44 *F
24:25.0,96.71 *F
24:35.0,4095
24:35.0,253
24:35.0,66.00%
24:35.0,30.80 *C
24:35.0, 87.44 *F
24:35.0,96.71 *F
24:45.0,4095
24:46.3,243
24:46.3,66.00%
24:46.3,30.80 *C
24:46.3, 87.44 *F
24:46.3,96.71 *F
24:55.0,4095
24:55.0,267
24:55.1,66.00%
24:55.1,30.80 *C
24:55.1, 87.44 *F
24:55.1,96.71 *F
25:05.1,4095
25:05.1,235
25:05.1,66.00%
25:05.1,30.80 *C
25:05.1, 87.44 *F
25:05.1,96.71 *F
25:15.1,4095
25:15.1,242
25:15.1,66.00%
25:15.1,30.80 *C
25:15.1, 87.44 *F
25:15.1,96.71 *F
25:25.1,4095
25:25.1,271
25:25.1,66.00%
25:25.1,30.80 *C
25:25.1, 87.44 *F
25:25.1,96.71 *F
25:35.1,4095
25:35.1,246
25:35.2,66.00%
25:35.2,30.80 *C
25:35.2, 87.44 *F
25:35.2,96.71 *F
25:45.1,4095
25:45.1,256
25:45.2,66.00%
25:45.2,30.80 *C
25:45.2, 87.44 *F
25:45.2,96.71 *F
25:55.2,4095
25:55.2,246
25:55.2,66.00%
25:55.2,30.80 *C
25:55.2, 87.44 *F
25:55.2,96.71 *F
26:05.2,4095
26:05.2,270
26:05.2,66.00%
26:05.2,30.80 *C
26:05.2, 87.44 *F
26:05.2,96.71 *F
26:15.2,4095
26:15.2,246
26:15.3,66.00%
26:15.3,30.80 *C
26:15.3, 87.44 *F
26:15.3,96.71 *F
26:25.3,4095
26:25.3,272
26:25.3,66.00%
26:25.3,30.80 *C
26:25.3, 87.44 *F
26:25.3,96.71 *F
26:35.3,4095
26:35.3,263
26:35.3,66.00%
26:35.3,30.80 *C
26:35.3, 87.44 *F
26:35.3,96.71 *F
26:45.3,4095
26:45.3,250
26:45.3,66.00%
26:45.3,30.80 *C
26:45.3, 87.44 *F
26:45.3,96.71 *F
26:55.3,4095
26:55.3,244
26:55.3,66.00%
26:55.4,30.80 *C
26:55.4, 87.44 *F
26:55.4,96.71 *F
27:05.3,4095
27:05.4,246
27:05.4,66.00%
27:05.4,30.80 *C
27:05.4, 87.44 *F
27:05.4,96.71 *F
27:15.4,4095
27:15.4,262
27:15.4,66.00%
27:15.4,30.80 *C
27:15.4, 87.44 *F
27:15.4,96.71 *F
27:25.4,4095
27:25.4,250
27:25.4,66.00%
27:25.4,30.80 *C
27:25.4, 87.44 *F
27:25.4,96.71 *F
27:35.4,4095
27:35.4,253
27:35.4,66.00%
27:35.5,30.80 *C
27:35.5, 87.44 *F
27:35.5,96.71 *F
27:45.4,4095
27:45.4,250
27:45.5,66.00%
27:45.5,30.80 *C
27:45.5, 87.44 *F
27:45.5,96.71 *F
27:55.5,4095
27:55.5,257
27:55.5,66.00%
27:55.5,30.80 *C
27:55.5, 87.44 *F
27:55.5,96.71 *F
28:05.5,4095
28:05.5,253
28:05.5,66.00%
28:05.5,30.80 *C
28:05.5, 87.44 *F
28:05.5,96.71 *F
28:15.5,4095
28:15.5,263
28:15.5,66.00%
28:15.5,30.80 *C
28:15.5, 87.44 *F
28:15.5,96.71 *F
28:25.5,4095
28:25.5,247
28:25.6,66.00%
28:25.6,30.80 *C
28:25.6, 87.44 *F
28:25.6,96.71 *F
28:35.6,4095
28:35.6,262
28:35.6,66.00%
28:35.6,30.80 *C
28:35.6, 87.44 *F
28:35.6,96.71 *F
28:45.6,4095
28:45.6,255
28:45.6,66.00%
28:45.6,30.80 *C
28:45.6, 87.44 *F
28:45.6,96.71 *F
28:55.6,4095
28:55.6,262
28:55.6,66.00%
28:55.6,30.80 *C
28:55.6, 87.44 *F
28:55.6,96.71 *F
29:05.6,4095
29:05.6,246
29:05.7,66.00%
29:05.7,30.80 *C
29:05.7, 87.44 *F
29:05.7,96.71 *F
29:15.7,4095
29:15.7,259
29:15.7,66.00%
29:15.7,30.80 *C
29:15.7, 87.44 *F
29:15.7,96.71 *F
29:25.7,4095
29:25.7,245
29:25.7,66.00%
29:25.7,30.80 *C
29:25.7, 87.44 *F
29:25.7,96.71 *F
29:35.7,4095
29:35.7,259
29:35.7,66.00%
29:35.7,30.80 *C
29:35.7, 87.44 *F
29:35.7,96.71 *F
29:45.7,4095
29:45.7,274
29:45.8,66.00%
29:45.8,30.80 *C
29:45.8, 87.44 *F
29:45.8,96.71 *F
29:55.8,4095
29:55.8,243
29:55.8,66.00%
29:55.8,30.80 *C
29:55.8, 87.44 *F
29:55.8,96.71 *F
30:05.8,4095
30:05.8,245
30:05.8,66.00%
30:05.8,30.80 *C
30:05.8, 87.44 *F
30:05.8,96.71 *F
30:15.8,4095
30:15.8,269
30:15.8,66.00%
30:15.8,30.80 *C
30:15.8, 87.44 *F
30:15.8,96.71 *F
30:25.8,4095
30:25.8,259
30:25.9,66.00%
30:25.9,30.80 *C
30:25.9, 87.44 *F
30:25.9,96.71 *F
30:35.9,4095
30:35.9,245
30:35.9,66.00%
30:35.9,30.80 *C
30:35.9, 87.44 *F
30:35.9,96.71 *F
30:45.9,4095
30:45.9,272
30:45.9,66.00%
30:45.9,30.80 *C
30:45.9, 87.44 *F
30:45.9,96.71 *F
30:55.9,4095
30:55.9,253
30:55.9,66.00%
30:55.9,30.80 *C
30:55.9, 87.44 *F
30:55.9,96.71 *F
31:05.9,4095
31:05.9,251
31:06.0,66.00%
31:06.0,30.80 *C
31:06.0, 87.44 *F
31:06.0,96.71 *F
31:16.0,4095
31:16.0,253
31:16.0,66.00%
31:16.0,30.80 *C
31:16.0, 87.44 *F
31:16.0,96.71 *F
31:26.0,4095
31:26.0,246
31:26.0,66.00%
31:26.0,30.80 *C
31:26.0, 87.44 *F
31:26.0,96.71 *F
31:36.2,4095
31:36.2,254
31:36.2,66.00%
31:36.2,30.80 *C
31:36.2, 87.44 *F
31:36.2,96.71 *F
31:46.0,4095
31:46.1,261
31:46.1,66.00%
31:46.1,30.80 *C
31:46.1, 87.44 *F
31:46.1,96.71 *F
31:56.1,4095
31:56.1,247
31:56.1,66.00%
31:56.1,30.80 *C
31:56.1, 87.44 *F
31:56.1,96.71 *F
32:06.1,4095
32:06.1,258
32:06.1,66.00%
32:06.1,30.80 *C
32:06.1, 87.44 *F
32:06.1,96.71 *F
32:16.1,4095
32:16.1,250
32:16.1,66.00%
32:16.1,30.80 *C
32:16.1, 87.44 *F
32:16.1,96.71 *F
32:26.1,4095
32:26.1,270
32:26.2,66.00%
32:26.2,30.80 *C
32:26.2, 87.44 *F
32:26.2,96.71 *F
32:36.2,4095
32:36.2,247
32:36.2,66.00%
32:36.2,30.80 *C
32:36.2, 87.44 *F
32:36.2,96.71 *F
32:46.2,4095
32:46.2,260
32:46.2,66.00%
32:46.2,30.80 *C
32:46.2, 87.44 *F
32:46.2,96.71 *F
32:56.2,4095
32:56.2,253
32:56.2,66.00%
32:56.2,30.80 *C
32:56.2, 87.44 *F
32:56.2,96.71 *F
33:06.2,4095
33:06.2,247
33:06.2,66.00%
33:06.3,30.80 *C
33:06.3, 87.44 *F
33:06.3,96.71 *F
33:16.3,4095
33:16.3,256
33:16.3,66.00%
33:16.3,30.80 *C
33:16.3, 87.44 *F
33:16.3,96.71 *F
33:26.3,4095
33:26.3,257
33:26.3,66.00%
33:26.3,30.80 *C
33:26.3, 87.44 *F
33:26.3,96.71 *F
33:36.3,4095
33:36.3,257
33:36.3,66.00%
33:36.3,30.80 *C
33:36.3, 87.44 *F
33:36.3,96.71 *F
33:46.3,4095
33:46.3,255
33:46.4,66.00%
33:46.4,30.80 *C
33:46.4, 87.44 *F
33:46.4,96.71 *F
33:56.4,4095
33:56.4,254
33:56.4,66.00%
33:56.4,30.80 *C
33:56.4, 87.44 *F
33:56.4,96.71 *F
34:06.4,4095
34:06.4,266
34:06.4,66.00%
34:06.4,30.80 *C
34:06.4, 87.44 *F
34:06.4,96.71 *F
34:16.4,4095
34:16.4,241
34:16.4,66.00%
34:16.4,30.80 *C
34:16.4, 87.44 *F
34:16.4,96.71 *F
34:26.4,4095
34:26.4,250
34:26.5,66.00%
34:26.5,30.80 *C
34:26.5, 87.44 *F
34:26.5,96.71 *F
34:36.5,4095
34:36.5,265
34:36.5,66.00%
34:36.5,30.80 *C
34:36.5, 87.44 *F
34:36.5,96.71 *F
34:46.5,4095
34:46.5,272
34:46.5,66.00%
34:46.5,30.80 *C
34:46.5, 87.44 *F
34:46.5,96.71 *F
34:56.5,4095
34:56.5,261
34:56.5,66.00%
34:56.5,30.80 *C
34:56.5, 87.44 *F
34:56.5,96.71 *F
35:06.5,4095
35:06.5,261
35:06.6,66.00%
35:06.6,30.80 *C
35:06.6, 87.44 *F
35:06.6,96.71 *F
35:16.6,4095
35:16.6,254
35:16.6,66.00%
35:16.6,30.80 *C
35:16.6, 87.44 *F
35:16.6,96.71 *F
35:26.6,4095
35:26.6,242
35:26.6,66.00%
35:26.6,30.80 *C
35:26.6, 87.44 *F
35:26.6,96.71 *F
35:36.6,4095
35:36.6,251
35:36.6,66.00%
35:36.6,30.80 *C
35:36.6, 87.44 *F
35:36.6,96.71 *F
35:46.6,4095
35:46.6,272
35:46.7,66.00%
35:46.7,30.80 *C
35:46.7, 87.44 *F
35:46.7,96.71 *F
35:56.7,4095
35:56.7,262
35:56.7,66.00%
35:56.7,30.80 *C
35:56.7, 87.44 *F
35:56.7,96.71 *F
36:06.7,4095
36:06.7,263
36:06.7,66.00%
36:06.7,30.80 *C
36:06.7, 87.44 *F
36:06.7,96.71 *F
36:16.7,4095
36:16.7,265
36:16.7,66.00%
36:16.7,30.80 *C
36:16.7, 87.44 *F
36:16.7,96.71 *F
36:26.7,4095
36:26.7,265
36:26.8,66.00%
36:26.8,30.80 *C
36:26.8, 87.44 *F
36:26.8,96.71 *F
36:36.8,4095
36:36.8,253
36:36.8,66.00%
36:36.8,30.80 *C
36:36.8, 87.44 *F
36:36.8,96.71 *F
36:46.8,4095
36:46.8,248
36:46.8,66.00%
36:46.8,30.80 *C
36:46.8, 87.44 *F
36:46.8,96.71 *F
36:56.8,4095
36:56.8,226
36:56.8,66.00%
36:56.8,30.80 *C
36:56.8, 87.44 *F
36:56.8,96.71 *F
37:06.8,4095
37:06.8,256
37:06.8,66.00%
37:06.8,30.80 *C
37:06.8, 87.44 *F
37:06.8,96.71 *F
37:16.9,4095
37:16.9,267
37:16.9,66.00%
37:16.9,30.80 *C
37:16.9, 87.44 *F
37:16.9,96.71 *F
37:26.9,4095
37:26.9,272
37:26.9,66.00%
37:26.9,30.80 *C
37:26.9, 87.44 *F
37:26.9,96.71 *F
37:36.9,4095
37:36.9,258
37:36.9,66.00%
37:36.9,30.80 *C
37:36.9, 87.44 *F
37:36.9,96.71 *F
37:46.9,4095
37:46.9,239
37:47.0,66.00%
37:47.0,30.80 *C
37:47.0, 87.44 *F
37:47.0,96.71 *F
37:56.9,4095
37:56.9,266
37:57.0,66.00%
37:57.0,30.80 *C
37:57.0, 87.44 *F
37:57.0,96.71 *F
38:07.0,4095
38:07.0,255
38:07.0,66.00%
38:07.0,30.80 *C
38:07.0, 87.44 *F
38:07.0,96.71 *F
38:17.0,4095
38:17.0,240
38:17.0,66.00%
38:17.0,30.80 *C
38:17.0, 87.44 *F
38:17.0,96.71 *F
38:27.0,4095
38:27.0,293
38:27.0,66.00%
38:27.0,30.80 *C
38:27.0, 87.44 *F
38:27.0,96.71 *F
38:37.0,4095
38:37.1,249
38:37.1,66.00%
38:37.1,30.80 *C
38:37.1, 87.44 *F
38:37.1,96.71 *F
38:47.1,4095
38:47.1,254
38:47.1,66.00%
38:47.1,30.80 *C
38:47.1, 87.44 *F
38:47.1,96.71 *F
38:57.1,4095
38:57.1,272
38:57.1,66.00%
38:57.1,30.80 *C
38:57.1, 87.44 *F
38:57.1,96.71 *F
39:07.1,4095
39:07.1,234
39:07.1,66.00%
39:07.2,30.80 *C
39:07.2, 87.44 *F
39:07.2,96.71 *F
39:17.1,4095
39:17.2,243
39:17.2,66.00%
39:17.2,30.80 *C
39:17.2, 87.44 *F
39:17.2,96.71 *F
39:27.2,4095
39:27.2,260
39:27.2,66.00%
39:27.2,30.80 *C
39:27.2, 87.44 *F
39:27.2,96.71 *F
39:37.2,4095
39:37.2,263
39:37.2,66.00%
39:37.2,30.80 *C
39:37.2, 87.44 *F
39:37.2,96.71 *F
39:47.2,4095
39:47.2,253
39:47.2,66.00%
39:47.3,30.80 *C
39:47.3, 87.44 *F
39:47.3,96.71 *F
39:57.3,4095
39:57.3,272
39:57.3,66.00%
39:57.3,30.80 *C
39:57.3, 87.44 *F
39:57.3,96.71 *F
40:07.3,4095
40:07.3,247
40:07.3,66.00%
40:07.3,30.80 *C
40:07.3, 87.44 *F
40:07.3,96.71 *F
40:17.3,4095
40:17.3,269
40:17.3,66.00%
40:17.3,30.80 *C
40:17.3, 87.44 *F
40:17.3,96.71 *F
40:27.3,4095
40:27.3,246
40:27.4,66.00%
40:27.4,30.80 *C
40:27.4, 87.44 *F
40:27.4,96.71 *F
40:37.4,4095
40:37.4,260
40:37.4,66.00%
40:37.4,30.80 *C
40:37.4, 87.44 *F
40:37.4,96.71 *F
40:47.4,4095
40:47.4,256
40:47.4,66.00%
40:47.4,30.80 *C
40:47.4, 87.44 *F
40:47.4,96.71 *F
40:57.4,4095
40:57.4,267
40:57.4,66.00%
40:57.4,30.80 *C
40:57.4, 87.44 *F
40:57.4,96.71 *F
41:07.4,4095
41:07.4,243
41:07.4,66.00%
41:07.5,30.80 *C
41:07.5, 87.44 *F
41:07.5,96.71 *F
41:17.4,4095
41:17.4,261
41:17.5,66.00%
41:17.5,30.80 *C
41:17.5, 87.44 *F
41:17.5,96.71 *F
41:27.5,4095
41:27.5,254
41:27.5,66.00%
41:27.5,30.80 *C
41:27.5, 87.44 *F
41:27.5,96.71 *F
41:37.5,4095
41:37.5,269
41:37.5,66.00%
41:37.5,30.80 *C
41:37.5, 87.44 *F
41:37.5,96.71 *F
41:47.5,4095
41:47.5,253
41:47.5,66.00%
41:47.5,30.80 *C
41:47.5, 87.44 *F
41:47.5,96.71 *F
41:57.5,4095
41:57.5,272
41:57.6,66.00%
41:57.6,30.80 *C
41:57.6, 87.44 *F
41:57.6,96.71 *F
42:07.6,4095
42:07.6,248
42:07.6,66.00%
42:07.6,30.80 *C
42:07.6, 87.44 *F
42:07.6,96.71 *F
42:17.6,4095
42:17.6,260
42:17.6,66.00%
42:17.6,30.80 *C
42:17.6, 87.44 *F
42:17.6,96.71 *F
42:27.6,4095
42:27.6,253
42:27.6,66.00%
42:27.7,30.80 *C
42:27.7, 87.44 *F
42:27.7,96.71 *F
42:37.6,4095
42:37.6,247
42:37.7,66.00%
42:37.7,30.80 *C
42:37.7, 87.44 *F
42:37.7,96.71 *F
42:47.7,4095
42:47.7,261
42:47.7,66.00%
42:47.7,30.80 *C
42:47.7, 87.44 *F
42:47.7,96.71 *F
42:57.7,4095
42:57.7,256
42:57.7,66.00%
42:57.7,30.80 *C
42:57.7, 87.44 *F
42:57.7,96.71 *F
43:07.7,4095
43:07.7,262
43:07.7,66.00%
43:07.7,30.80 *C
43:07.7, 87.44 *F
43:07.7,96.71 *F
43:17.7,4095
43:17.8,251
43:17.8,66.00%
43:17.8,30.80 *C
43:17.8, 87.44 *F
43:17.8,96.71 *F
43:27.8,4095
43:27.8,246
43:27.8,66.00%
43:27.8,30.80 *C
43:27.8, 87.44 *F
43:27.8,96.71 *F
43:37.8,4095
43:37.8,271
43:37.8,66.00%
43:37.8,30.80 *C
43:37.8, 87.44 *F
43:37.8,96.71 *F
43:47.8,4095
43:47.8,247
43:47.8,66.00%
43:47.8,30.80 *C
43:47.8, 87.44 *F
43:47.8,96.71 *F
43:57.8,4095
43:57.8,257
43:57.9,66.00%
43:57.9,30.80 *C
43:57.9, 87.44 *F
43:57.9,96.71 *F
44:07.9,4095
44:07.9,249
44:07.9,66.00%
44:07.9,30.80 *C
44:07.9, 87.44 *F
44:07.9,96.71 *F
44:17.9,4095
44:17.9,256
44:17.9,66.00%
44:17.9,30.80 *C
44:17.9, 87.44 *F
44:17.9,96.71 *F
44:27.9,4095
44:27.9,242
44:27.9,66.00%
44:28.0,30.80 *C
44:28.0, 87.44 *F
44:28.0,96.71 *F
44:37.9,4095
44:37.9,272
44:38.0,66.00%
44:38.0,30.80 *C
44:38.0, 87.44 *F
44:38.0,96.71 *F
44:48.0,4095
44:48.0,265
44:48.0,66.00%
44:48.0,30.80 *C
44:48.0, 87.44 *F
44:48.0,96.71 *F
44:58.0,4095
44:58.0,243
44:58.0,66.00%
44:58.0,30.80 *C
44:58.0, 87.44 *F
44:58.0,96.71 *F
45:08.0,4095
45:08.0,254
45:08.0,66.00%
45:08.0,30.80 *C
45:08.1, 87.44 *F
45:08.1,96.71 *F
45:18.0,4095
45:18.0,253
45:18.1,66.00%
45:18.1,30.80 *C
45:18.1, 87.44 *F
45:18.1,96.71 *F
45:28.1,4095
45:28.1,261
45:28.1,66.00%
45:28.1,30.80 *C
45:28.1, 87.44 *F
45:28.1,96.71 *F
45:38.1,4095
45:38.1,244
45:38.1,66.00%
45:38.1,30.80 *C
45:38.1, 87.44 *F
45:38.1,96.71 *F
45:48.1,4095
45:48.1,272
45:48.1,66.00%
45:48.1,30.80 *C
45:48.1, 87.44 *F
45:48.1,96.71 *F
45:58.1,4095
45:58.1,250
45:58.2,66.00%
45:58.2,30.80 *C
45:58.2, 87.44 *F
45:58.2,96.71 *F
46:08.2,4095
46:08.2,270
46:08.2,67.00%
46:08.2,30.80 *C
46:08.2, 87.44 *F
46:08.2,97.20 *F
46:18.2,4095
46:18.2,247
46:18.2,66.00%
46:18.2,30.80 *C
46:18.2, 87.44 *F
46:18.2,96.71 *F
46:28.2,4095
46:28.2,254
46:28.2,66.00%
46:28.2,30.80 *C
46:28.2, 87.44 *F
46:28.2,96.71 *F
46:38.2,4095
46:38.2,267
46:38.3,66.00%
46:38.3,30.80 *C
46:38.3, 87.44 *F
46:38.3,96.71 *F
46:48.3,4095
46:48.3,254
46:48.3,66.00%
46:48.3,30.80 *C
46:48.3, 87.44 *F
46:48.3,96.71 *F
46:58.3,4095
46:58.3,243
46:58.3,66.00%
46:58.3,30.80 *C
46:58.3, 87.44 *F
46:58.3,96.71 *F
47:08.3,4095
47:08.3,262
47:08.3,66.00%
47:08.3,30.80 *C
47:08.3, 87.44 *F
47:08.3,96.71 *F
47:18.3,4095
47:18.3,254
47:18.4,66.00%
47:18.4,30.80 *C
47:18.4, 87.44 *F
47:18.4,96.71 *F
47:28.4,4095
47:28.4,237
47:28.4,66.00%
47:28.4,30.80 *C
47:28.4, 87.44 *F
47:28.4,96.71 *F
47:38.4,4095
47:38.4,263
47:38.4,66.00%
47:38.4,30.80 *C
47:38.4, 87.44 *F
47:38.4,96.71 *F
47:48.4,4095
47:48.4,251
47:48.4,66.00%
47:48.4,30.80 *C
47:48.4, 87.44 *F
47:48.4,96.71 *F
47:58.4,4095
47:58.4,248
47:58.5,66.00%
47:58.5,30.80 *C
47:58.5, 87.44 *F
47:58.5,96.71 *F
48:08.5,4095
48:08.5,264
48:08.5,66.00%
48:08.5,30.80 *C
48:08.5, 87.44 *F
48:08.5,96.71 *F
48:18.5,4095
48:18.5,262
48:18.5,66.00%
48:18.5,30.80 *C
48:18.5, 87.44 *F
48:18.5,96.71 *F
48:28.5,4095
48:28.5,243
48:28.5,66.00%
48:28.5,30.80 *C
48:28.5, 87.44 *F
48:28.5,96.71 *F
48:38.5,4095
48:38.5,240
48:38.6,66.00%
48:38.6,30.80 *C
48:38.6, 87.44 *F
48:38.6,96.71 *F
48:48.6,4095
48:48.6,278
48:48.6,66.00%
48:48.6,30.80 *C
48:48.6, 87.44 *F
48:48.6,96.71 *F
48:58.6,4095
48:58.6,254
48:58.6,66.00%
48:58.6,30.80 *C
48:58.6, 87.44 *F
48:58.6,96.71 *F
49:08.6,4095
49:08.6,245
49:08.6,66.00%
49:08.6,30.80 *C
49:08.6, 87.44 *F
49:08.6,96.71 *F
49:18.6,4095
49:18.6,271
49:18.7,66.00%
49:18.7,30.80 *C
49:18.7, 87.44 *F
49:18.7,96.71 *F
49:28.7,4095
49:28.7,272
49:28.7,66.00%
49:28.7,30.80 *C
49:28.7, 87.44 *F
49:28.7,96.71 *F
49:38.7,4095
49:38.7,247
49:38.7,66.00%
49:38.7,30.80 *C
49:38.7, 87.44 *F
49:38.7,96.71 *F
49:48.7,4095
49:48.7,259
49:48.7,66.00%
49:48.7,30.80 *C
49:48.7, 87.44 *F
49:48.7,96.71 *F
49:58.7,4095
49:58.7,257
49:58.8,66.00%
49:58.8,30.80 *C
49:58.8, 87.44 *F
49:58.8,96.71 *F
50:08.8,4095
50:08.8,249
50:08.8,66.00%
50:08.8,30.80 *C
50:08.8, 87.44 *F
50:08.8,96.71 *F
50:18.8,4095
50:19.0,269
50:19.0,66.00%
50:19.0,30.80 *C
50:19.0, 87.44 *F
50:19.0,96.71 *F
50:28.8,4095
50:28.8,256
50:28.8,66.00%
50:28.8,30.80 *C
50:28.8, 87.44 *F
50:28.8,96.71 *F
50:38.8,4095
50:38.8,250
50:38.8,66.00%
50:38.9,30.80 *C
50:38.9, 87.44 *F
50:38.9,96.71 *F
50:48.8,4095
50:48.8,246
50:48.9,66.00%
50:48.9,30.80 *C
50:48.9, 87.44 *F
50:48.9,96.71 *F
50:58.9,4095
50:58.9,259
50:58.9,66.00%
50:58.9,30.80 *C
50:58.9, 87.44 *F
50:58.9,96.71 *F
51:08.9,4095
51:08.9,243
51:08.9,66.00%
51:08.9,30.80 *C
51:08.9, 87.44 *F
51:08.9,96.71 *F
51:18.9,4095
51:18.9,250
51:19.0,66.00%
51:19.0,30.80 *C
51:19.0, 87.44 *F
51:19.0,96.71 *F
51:29.0,4095
51:29.0,244
51:29.0,66.00%
51:29.0,30.80 *C
51:29.0, 87.44 *F
51:29.0,96.71 *F
51:39.0,4095
51:39.0,253
51:39.0,66.00%
51:39.0,30.80 *C
51:39.0, 87.44 *F
51:39.0,96.71 *F
51:49.0,4095
51:49.0,259
51:49.0,66.00%
51:49.0,30.80 *C
51:49.0, 87.44 *F
51:49.0,96.71 *F
51:59.0,4095
51:59.0,275
51:59.1,66.00%
51:59.1,30.80 *C
51:59.1, 87.44 *F
51:59.1,96.71 *F
52:09.0,4095
52:09.0,257
52:09.1,66.00%
52:09.1,30.80 *C
52:09.1, 87.44 *F
52:09.1,96.71 *F
52:19.1,4095
52:19.1,257
52:19.1,66.00%
52:19.1,30.80 *C
52:19.1, 87.44 *F
52:19.1,96.71 *F
52:29.1,4095
52:29.1,262
52:29.1,66.00%
52:29.1,30.80 *C
52:29.1, 87.44 *F
52:29.1,96.71 *F
52:39.1,4095
52:39.1,254
52:39.1,66.00%
52:39.1,30.80 *C
52:39.1, 87.44 *F
52:39.1,96.71 *F
52:49.2,4095
52:49.2,278
52:49.2,66.00%
52:49.2,30.80 *C
52:49.2, 87.44 *F
52:49.2,96.71 *F
52:59.2,4095
52:59.2,253
52:59.2,66.00%
52:59.2,30.80 *C
52:59.2, 87.44 *F
52:59.2,96.71 *F
53:09.2,4095
53:09.2,263
53:09.2,66.00%
53:09.2,30.80 *C
53:09.2, 87.44 *F
53:09.2,96.71 *F
53:19.2,4095
53:19.2,259
53:19.3,66.00%
53:19.3,30.80 *C
53:19.3, 87.44 *F
53:19.3,96.71 *F
53:29.3,4095
53:29.3,250
53:29.3,66.00%
53:29.3,30.80 *C
53:29.3, 87.44 *F
53:29.3,96.71 *F
53:39.3,4095
53:39.3,255
53:39.3,66.00%
53:39.3,30.80 *C
53:39.3, 87.44 *F
53:39.3,96.71 *F
53:49.3,4095
53:49.3,247
53:49.3,66.00%
53:49.3,30.80 *C
53:49.3, 87.44 *F
53:49.3,96.71 *F
53:59.3,4095
53:59.3,247
53:59.4,66.00%
53:59.4,30.80 *C
53:59.4, 87.44 *F
53:59.4,96.71 *F
54:09.4,4095
54:09.4,245
54:09.4,66.00%
54:09.4,30.80 *C
54:09.4, 87.44 *F
54:09.4,96.71 *F
54:19.4,4095
54:19.4,254
54:19.4,66.00%
54:19.4,30.80 *C
54:19.4, 87.44 *F
54:19.4,96.71 *F
54:29.4,4095
54:29.4,255
54:29.4,66.00%
54:29.4,30.80 *C
54:29.4, 87.44 *F
54:29.4,96.71 *F
54:39.4,4095
54:39.4,252
54:39.4,66.00%
54:39.5,30.80 *C
54:39.5, 87.44 *F
54:39.5,96.71 *F
54:49.5,4095
54:49.5,262
54:49.5,66.00%
54:49.5,30.80 *C
54:49.5, 87.44 *F
54:49.5,96.71 *F
54:59.5,4095
54:59.5,254
54:59.5,66.00%
54:59.5,30.80 *C
54:59.5, 87.44 *F
54:59.5,96.71 *F
55:09.5,4095
55:09.5,257
55:09.5,66.00%
55:09.5,30.80 *C
55:09.5, 87.44 *F
55:09.5,96.71 *F
55:19.5,4095
55:19.5,250
55:19.5,66.00%
55:19.6,30.80 *C
55:19.6, 87.44 *F
55:19.6,96.71 *F
55:29.5,4095
55:29.6,259
55:29.6,66.00%
55:29.6,30.80 *C
55:29.6, 87.44 *F
55:29.6,96.71 *F
55:39.6,4095
55:39.6,256
55:39.6,66.00%
55:39.6,30.80 *C
55:39.6, 87.44 *F
55:39.6,96.71 *F
55:49.6,4095
55:49.6,249
55:49.6,66.00%
55:49.6,30.80 *C
55:49.6, 87.44 *F
55:49.6,96.71 *F
55:59.6,4095
55:59.6,268
55:59.6,66.00%
55:59.7,30.80 *C
55:59.7, 87.44 *F
